.1.3.6.1.4.1.4458.1000.1.1.1.0 "PTMP SU"
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.26 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.27 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.28 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.29 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.30 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.31 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.32 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.33 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.34 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.35 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.36 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.37 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.38 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.39 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.40 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.41 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.42 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.43 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.44 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.45 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.46 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.47 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.48 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.49 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.5.1.17.50 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.5.56.6.0 "4900|6050"
.1.3.6.1.4.1.4458.1000.1.5.57.0 2
.1.3.6.1.4.1.4458.1000.1.5.58.0 1
.1.3.6.1.4.1.4458.1000.1.5.59.0 1
.1.3.6.1.4.1.4458.1000.1.5.61.0 0
.1.3.6.1.4.1.4458.1000.1.5.62.0 "000000,000000,000000,000000,000000,"
.1.3.6.1.4.1.4458.1000.1.5.63.0 "00010001000100010001000100010001000100010001000100"
.1.3.6.1.4.1.4458.1000.1.5.64.0 4
.1.3.6.1.4.1.4458.1000.1.5.65.0 "11111111111111111111111111111111111111111111111111"
.1.3.6.1.4.1.4458.1000.1.5.66.1.0 31
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.1.1 1
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.1.2 2
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.1.3 3
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.1.4 4
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.1.5 5
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.1.6 6
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.1.7 7
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.1.8 8
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.1.9 9
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.1.10 10
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.2.1 0:0:00:00.00
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.2.2 0:0:00:00.00
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.2.3 0:0:00:00.00
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.2.4 0:0:00:00.00
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.2.5 0:0:00:00.00
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.2.6 0:0:00:00.00
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.2.7 0:0:00:00.00
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.2.8 0:0:00:00.00
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.2.9 0:0:00:00.00
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.2.10 0:0:00:00.00
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.3.1 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.3.2 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.3.3 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.3.4 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.3.5 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.3.6 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.3.7 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.3.8 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.3.9 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.3.10 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.4.1 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.4.2 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.4.3 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.4.4 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.4.5 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.4.6 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.4.7 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.4.8 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.4.9 0
.1.3.6.1.4.1.4458.1000.1.5.66.2.1.4.10 0
.1.3.6.1.4.1.4458.1000.1.5.69.0 "-20.989039,-68.70751"
.1.3.6.1.4.1.4458.1000.1.5.70.0 51
.1.3.6.1.4.1.4458.1000.1.5.72.0 0
.1.3.6.1.4.1.4458.1000.1.5.73.0 0
.1.3.6.1.4.1.4458.1000.1.5.74.0 2147483647
.1.3.6.1.4.1.4458.1000.1.5.75.0 5
.1.3.6.1.4.1.4458.1000.1.5.76.0 2
.1.3.6.1.4.1.4458.1000.1.5.77.0 "||||||||||||||||"
.1.3.6.1.4.1.4458.1000.1.5.78.0 1
.1.3.6.1.4.1.4458.1000.1.5.79.1.1.1 1
.1.3.6.1.4.1.4458.1000.1.5.79.1.2.1 "Embedded"
.1.3.6.1.4.1.4458.1000.1.5.79.1.3.1 12
.1.3.6.1.4.1.4458.1000.1.5.79.1.4.1 0
.1.3.6.1.4.1.4458.1000.1.5.79.1.5.1 12
.1.3.6.1.4.1.4458.1000.1.5.79.1.6.1 5695
.1.3.6.1.4.1.4458.1000.1.5.79.1.7.1 20000
.1.3.6.1.4.1.4458.1000.1.5.79.1.8.1 15
.1.3.6.1.4.1.4458.1000.1.5.79.1.9.1 540903
.1.3.6.1.4.1.4458.1000.1.5.79.1.10.1 0
.1.3.6.1.4.1.4458.1000.1.5.79.1.11.1 160
.1.3.6.1.4.1.4458.1000.1.5.79.1.12.1 0
.1.3.6.1.4.1.4458.1000.1.5.79.1.13.1 43
.1.3.6.1.4.1.4458.1000.1.5.79.1.14.1 "11111111111111111111111111111111111111111111111111"
.1.3.6.1.4.1.4458.1000.1.5.79.1.15.1 0
.1.3.6.1.4.1.4458.1000.1.5.79.1.16.1 10
.1.3.6.1.4.1.4458.1000.1.5.79.1.17.1 "42|45|"
.1.3.6.1.4.1.4458.1000.1.5.80.0 0
.1.3.6.1.4.1.4458.1000.1.5.81.0 0
.1.3.6.1.4.1.4458.1000.1.5.82.0 0
.1.3.6.1.4.1.4458.1000.1.5.83.0 "0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"
.1.3.6.1.4.1.4458.1000.1.5.84.0 ""
.1.3.6.1.4.1.4458.1000.1.6.1.1.1.1 0
.1.3.6.1.4.1.4458.1000.1.6.1.1.1.101 0
.1.3.6.1.4.1.4458.1000.1.6.1.1.2.1 0
.1.3.6.1.4.1.4458.1000.1.6.1.1.2.101 0
.1.3.6.1.4.1.4458.1000.1.6.1.1.3.1 0
.1.3.6.1.4.1.4458.1000.1.6.1.1.3.101 0
.1.3.6.1.4.1.4458.1000.1.6.1.1.4.1 0
.1.3.6.1.4.1.4458.1000.1.6.1.1.4.101 0
.1.3.6.1.4.1.4458.1000.1.6.1.1.5.1 1
.1.3.6.1.4.1.4458.1000.1.6.1.1.5.101 1
.1.3.6.1.4.1.4458.1000.1.6.1.1.6.1 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
01 00 00 00 01 00 00 00 07 00 00 00 00 00 00 00 
00 00 00 03 14 "
.1.3.6.1.4.1.4458.1000.1.6.1.1.6.101 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
01 C7 C9 00 00 00 00 00 00 00 00 0B 0D 00 00 00 
00 00 00 00 00 00 00 00 03 00 00 00 09 00 00 00 
00 00 00 00 00 "
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.1 1
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.2 2
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.3 3
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.4 4
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.5 5
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.6 6
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.7 7
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.8 8
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.9 9
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.10 10
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.11 11
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.12 12
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.13 13
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.14 14
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.15 15
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.16 16
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.17 17
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.18 18
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.19 19
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.20 20
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.21 21
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.22 22
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.23 23
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.24 24
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.25 25
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.26 26
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.27 27
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.28 28
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.29 29
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.30 30
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.31 31
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.32 32
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.33 33
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.34 34
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.35 35
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.36 36
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.37 37
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.38 38
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.39 39
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.40 40
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.41 41
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.42 42
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.43 43
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.44 44
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.45 45
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.46 46
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.47 47
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.48 48
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.49 49
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.50 50
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.51 51
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.52 52
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.53 53
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.54 54
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.55 55
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.56 56
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.57 57
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.58 58
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.59 59
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.60 60
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.61 61
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.62 62
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.63 63
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.64 64
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.65 65
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.66 66
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.67 67
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.68 68
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.69 69
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.70 70
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.71 71
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.72 72
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.73 73
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.74 74
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.75 75
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.76 76
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.77 77
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.78 78
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.79 79
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.80 80
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.81 81
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.82 82
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.83 83
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.84 84
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.85 85
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.86 86
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.87 87
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.88 88
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.89 89
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.90 90
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.91 91
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.92 92
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.93 93
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.94 94
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.95 95
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.1.96 96
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.1 1
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.2 2
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.3 3
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.4 4
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.5 5
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.6 6
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.7 7
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.8 8
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.9 9
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.10 10
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.11 11
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.12 12
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.13 13
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.14 14
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.15 15
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.16 16
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.17 17
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.18 18
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.19 19
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.20 20
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.21 21
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.22 22
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.23 23
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.24 24
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.25 25
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.26 26
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.27 27
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.28 28
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.29 29
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.30 30
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.31 31
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.32 32
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.33 33
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.34 34
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.35 35
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.36 36
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.37 37
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.38 38
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.39 39
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.40 40
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.41 41
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.42 42
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.43 43
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.44 44
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.45 45
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.46 46
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.47 47
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.48 48
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.49 49
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.50 50
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.51 51
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.52 52
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.53 53
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.54 54
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.55 55
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.56 56
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.57 57
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.58 58
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.59 59
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.60 60
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.61 61
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.62 62
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.63 63
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.64 64
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.65 65
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.66 66
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.67 67
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.68 68
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.69 69
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.70 70
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.71 71
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.72 72
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.73 73
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.74 74
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.75 75
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.76 76
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.77 77
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.78 78
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.79 79
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.80 80
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.81 81
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.82 82
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.83 83
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.84 84
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.85 85
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.86 86
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.87 87
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.88 88
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.89 89
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.90 90
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.91 91
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.92 92
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.93 93
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.94 94
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.95 95
.1.3.6.1.4.1.4458.1000.1.6.2.1.1.101.96 96
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.1 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.2 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.3 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.4 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.5 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.6 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.7 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.8 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.9 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.10 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.11 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.12 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.13 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.14 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.15 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.16 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.17 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.18 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.19 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.20 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.21 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.22 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.23 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.24 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.25 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.26 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.27 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.28 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.29 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.30 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.31 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.32 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.33 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.34 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.35 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.36 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.37 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.38 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.39 0
.1.3.6.1.4.1.4458.1000.1.6.2.1.2.1.40 0
